U_mm,F_lb_kN,F_ub_kN
0.493,2.1376451196172246,2.856030744485294
0.494,2.1323293779904304,2.847807536764705
0.495,2.1270136363636363,2.839584329044117
0.496,2.121610909090909,2.8316674632352936
0.497,2.1162081818181817,2.82375059742647
0.498,2.1108054545454547,2.815833731617647
0.499,2.105402727272727,2.8079168658088234
0.5,2.1,2.8
0.501,2.0945303977272727,2.792350352941176
0.502,2.0890607954545457,2.7847007058823525
0.503,2.0835911931818183,2.7770510588235293
0.504,2.0781215909090918,2.7694014117647057
0.505,2.072651988636364,2.761751764705882
0.506,2.067160227272728,2.7543265882352936
0.507,2.061668465909091,2.7469014117647057
0.508,2.056176704545454,2.7394762352941173
0.509,2.050684943181818,2.7320510588235294
0.51,2.0451931818181817,2.724625882352941
0.511,2.039691193181818,2.7174167058823526
0.512,2.0341892045454544,2.710207529411764
0.513,2.0286872159090907,2.7029983529411763
0.514,2.023185227272727,2.695789176470588
0.515,2.0176832386363635,2.6885799999999995
0.516,2.0121829545454544,2.6815783529411763
0.517,2.0066826704545453,2.6745767058823526
0.518,2.001182386363636,2.6675750588235294
0.519,1.9956821022727271,2.6605734117647057
0.52,1.990181818181818,2.6535717647058825
0.521,1.9846951704545448,2.6467691764705883
0.522,1.9792085227272729,2.639966588235294
0.523,1.973721875,2.633164
0.524,1.9682352272727277,2.6263614117647056
0.525,1.9627485795454545,2.6195588235294114
0.526,1.9572875,2.6129468235294118
0.527,1.9518264204545448,2.606334823529412
0.528,1.9463653409090909,2.599722823529412
0.529,1.9409042613636365,2.593110823529412
0.53,1.9354431818181816,2.586498823529412
0.531,1.9300196022727272,2.580068941176471
0.532,1.9245960227272727,2.5736390588235296
0.533,1.919172443181818,2.567209176470588
0.534,1.9137488636363635,2.560779294117647
0.535,1.908325284090909,2.5543494117647056
0.536,1.902951136363636,2.548093176470588
0.537,1.897576988636364,2.5418369411764705
0.538,1.8922028409090907,2.5355807058823525
0.539,1.886828693181818,2.529324470588235
0.54,1.8814545454545453,2.5230682352941174
0.541,1.876141761363636,2.516977176470588
0.542,1.8708289772727271,2.5108861176470585
0.543,1.865516193181818,2.5047950588235293
0.544,1.860203409090909,2.498704
0.545,1.854890625,2.4926129411764704
0.546,1.8496511363636363,2.4866785882352938
0.547,1.8444116477272725,2.4807442352941176
0.548,1.839172159090909,2.474809882352941
0.549,1.833932670454545,2.468875529411765
0.55,1.8286931818181813,2.462941176470588
0.551,1.823538920454545,2.4571550588235294
0.552,1.818384659090909,2.4513689411764705
0.553,1.8132303977272728,2.445582823529412
0.554,1.8080761363636364,2.439796705882353
0.555,1.802921875,2.434010588235294
0.556,1.7978647727272727,2.4283642352941177
0.557,1.7928076704545457,2.422717882352941
0.558,1.7877505681818182,2.4170715294117646
0.559,1.782693465909091,2.411425176470588
0.56,1.7776363636363637,2.4057788235294115
0.561,1.7726883522727273,2.400263764705882
0.562,1.7677403409090908,2.394748705882353
0.5630000000000001,1.7627923295454544,2.389233647058824
0.5640000000000001,1.757844318181818,2.3837185882352943
0.5650000000000001,1.7528963068181815,2.3782035294117647
0.5660000000000001,1.748069318181818,2.372811294117647
0.5670000000000001,1.7432423295454544,2.367419058823529
0.5680000000000001,1.7384153409090908,2.3620268235294115
0.5690000000000001,1.7335883522727271,2.356634588235294
0.5700000000000001,1.7287613636363637,2.3512423529411763
0.5710000000000001,1.7240673295454545,2.345964470588235
0.5720000000000001,1.719373295454545,2.3406865882352936
0.5730000000000001,1.7146792613636364,2.3354087058823527
0.5740000000000001,1.7099852272727272,2.330130823529412
0.5750000000000001,1.705291193181818,2.32485294117647
0.5760000000000001,1.7007420454545452,2.31968094117647
0.577,1.696192897727273,2.314508941176471
0.578,1.6916437500000003,2.309336941176471
0.579,1.6870946022727276,2.304164941176471
0.58,1.6825454545454548,2.298992941176471
0.581,1.678153125,2.293918352941177
0.582,1.6737607954545457,2.2888437647058826
0.583,1.6693684659090908,2.2837691764705887
0.584,1.6649761363636362,2.2786945882352945
0.585,1.6605838068181815,2.27362
0.586,1.6563602272727271,2.2686343529411768
0.587,1.6521366477272728,2.2636487058823533
0.588,1.6479130681818182,2.258663058823529
0.589,1.6436894886363638,2.253677411764706
0.59,1.6394659090909094,2.2486917647058826
0.591,1.6354230113636363,2.2437865882352943
0.592,1.631380113636364,2.238881411764706
0.593,1.627337215909091,2.2339762352941177
0.594,1.6232943181818185,2.2290710588235294
0.595,1.6192514204545456,2.224165882352941
0.596,1.6154011363636365,2.219332705882353
0.597,1.611550852272727,2.2144995294117646
0.598,1.6077005681818184,2.2096663529411766
0.599,1.6038502840909092,2.204833176470588
0.6,1.6,2.2
0.601,1.5963101704545457,2.195278
0.602,1.5926203409090909,2.190556
0.603,1.5889305113636365,2.1858340000000003
0.604,1.585240681818182,2.181112
0.605,1.5815508522727273,2.17639
0.606,1.5779765909090908,2.171816
0.607,1.5744023295454543,2.167242
0.608,1.570828068181818,2.162668
0.609,1.5672538068181816,2.158094
0.61,1.5636795454545451,2.15352
0.611,1.560213693181818,2.149082
0.612,1.556747840909091,2.144644
0.613,1.5532819886363636,2.140206
0.614,1.5498161363636362,2.135768
0.615,1.5463502840909091,2.13133
0.616,1.5429856818181815,2.127016
0.617,1.5396210795454546,2.1227020000000003
0.618,1.5362564772727272,2.118388
0.619,1.532891875,2.114074
0.62,1.5295272727272726,2.10976
0.621,1.5262567613636362,2.1055580000000003
0.622,1.52298625,2.101356
0.623,1.5197157386363636,2.097154
0.624,1.5164452272727271,2.092952
0.625,1.513174715909091,2.08875
0.626,1.5099911363636365,2.084648
0.627,1.5068075568181818,2.080546
0.628,1.5036239772727271,2.0764440000000004
0.629,1.500440397727273,2.0723420000000004
0.63,1.4972568181818182,2.0682400000000003
0.631,1.4941530113636363,2.064226
0.632,1.4910492045454546,2.0602120000000004
0.633,1.4879453977272727,2.056198
0.634,1.484841590909091,2.0521840000000005
0.635,1.4817377840909092,2.0481700000000003
0.636,1.478706590909091,2.044232
0.637,1.4756753977272727,2.0402940000000003
0.638,1.4726442045454546,2.036356
0.639,1.4696130113636363,2.0324180000000003
0.64,1.4665818181818182,2.02848
0.641,1.4636160795454545,2.024606
0.642,1.4606503409090907,2.020732
0.643,1.4576846022727272,2.016858
0.644,1.4547188636363635,2.0129840000000003
0.645,1.4517531249999998,2.00911
0.646,1.4488456818181816,2.005288
0.647,1.4459382386363635,2.001466
0.648,1.4430307954545454,1.997644
0.649,1.4401233522727273,1.993822
0.65,1.4372159090909091,1.99
0.651,1.4343596022727274,1.986218
0.652,1.4315032954545457,1.982436
0.653,1.4286469886363635,1.978654
0.654,1.4257906818181818,1.974872
0.655,1.422934375,1.97109
0.656,1.4201220454545456,1.967336
0.657,1.4173097159090908,1.963582
0.658,1.4144973863636363,1.959828
0.659,1.4116850568181816,1.956074
0.66,1.408872727272727,1.95232
0.661,1.4060972159090908,1.948582
0.662,1.4033217045454545,1.944844
0.663,1.400546193181818,1.941106
0.664,1.3977706818181816,1.937368
0.665,1.3949951704545454,1.93363
0.666,1.392249318181818,1.929896
0.667,1.3895034659090908,1.926162
0.668,1.3867576136363635,1.922428
0.669,1.3840117613636362,1.918694
0.67,1.381265909090909,1.91496
0.671,1.3785425568181815,1.911218
0.672,1.3758192045454545,1.907476
0.673,1.373095852272727,1.903734
0.674,1.3703724999999995,1.899992
0.675,1.3676491477272723,1.89625
0.676,1.364941136363636,1.892488
0.677,1.3622331249999995,1.888726
0.678,1.3595251136363633,1.884964
0.679,1.3568171022727271,1.881202
0.68,1.3541090909090907,1.87744
0.681,1.351409261363636,1.873646
0.682,1.3487094318181816,1.869852
0.683,1.346009602272727,1.866058
0.684,1.3433097727272725,1.862264
0.685,1.340609943181818,1.85847
0.686,1.3379111363636362,1.854632
0.687,1.3352123295454543,1.850794
0.6880000000000001,1.3325135227272726,1.846956
0.6890000000000001,1.3298147159090907,1.843118
0.6900000000000001,1.327115909090909,1.83928
0.6910000000000001,1.3244109659090908,1.835386
0.6920000000000001,1.3217060227272726,1.831492
0.6930000000000001,1.3190010795454543,1.827598
0.6940000000000001,1.316296136363636,1.823704
0.6950000000000001,1.3135911931818178,1.81981
0.6960000000000001,1.3108729545454545,1.815848
0.6970000000000001,1.3081547159090907,1.811886
0.6980000000000001,1.305436477272727,1.807924
0.6990000000000001,1.3027182386363634,1.803962
0.7000000000000001,1.2999999999999998,1.7999999999999996
0.7010000000000001,1.297265198863636,1.7959561538461537
0.7020000000000001,1.2945303977272726,1.7919123076923074
0.7030000000000001,1.291795596590909,1.787868461538461
0.704,1.2890607954545457,1.7838246153846151
0.705,1.286325994318182,1.7797807692307692
0.706,1.2835801136363638,1.7756584615384614
0.707,1.2808342329545457,1.7715361538461538
0.708,1.278088352272727,1.767413846153846
0.709,1.275342471590909,1.7632915384615384
0.71,1.2725965909090908,1.7591692307692306
0.711,1.269845596590909,1.7549823076923077
0.712,1.2670946022727272,1.7507953846153843
0.713,1.2643436079545451,1.7466084615384614
0.714,1.261592613636363,1.7424215384615382
0.715,1.2588416193181815,1.738234615384615
0.716,1.256091477272727,1.733996923076923
0.717,1.2533413352272724,1.7297592307692309
0.718,1.250591193181818,1.7255215384615386
0.719,1.2478410511363636,1.7212838461538462
0.72,1.245090909090909,1.717046153846154
0.721,1.2423475852272727,1.7127715384615387
0.722,1.2396042613636364,1.7084969230769231
0.723,1.2368609375,1.7042223076923078
0.724,1.234117613636364,1.6999476923076922
0.725,1.2313742897727276,1.6956730769230768
0.726,1.2286437500000005,1.6913753846153845
0.727,1.225913210227273,1.6870776923076922
0.728,1.2231826704545457,1.68278
0.729,1.2204521306818183,1.6784823076923077
0.73,1.217721590909091,1.6741846153846154
0.731,1.2150098011363637,1.6698776923076923
0.732,1.2122980113636366,1.6655707692307693
0.733,1.2095862215909092,1.661263846153846
0.734,1.206874431818182,1.656956923076923
0.735,1.2041626420454548,1.65265
0.736,1.2014755681818183,1.6483476923076923
0.737,1.198788494318182,1.6440453846153846
0.738,1.1961014204545457,1.639743076923077
0.739,1.1934143465909093,1.6354407692307693
0.74,1.1907272727272729,1.6311384615384616
0.741,1.1880708806818183,1.6268546153846155
0.742,1.1854144886363638,1.6225707692307694
0.743,1.182758096590909,1.618286923076923
0.744,1.1801017045454545,1.6140030769230769
0.745,1.1774453125,1.6097192307692307
0.746,1.174825568181818,1.6054676923076925
0.747,1.1722058238636364,1.6012161538461538
0.748,1.1695860795454545,1.596964615384615
0.749,1.1669663352272728,1.5927130769230768
0.75,1.1643465909090909,1.5884615384615384
0.751,1.1617694602272728,1.584256153846154
0.752,1.1591923295454545,1.5800507692307693
0.753,1.1566151988636364,1.5758453846153848
0.754,1.154038068181818,1.57164
0.755,1.1514609375,1.5674346153846157
0.756,1.1489323863636365,1.563289230769231
0.757,1.1464038352272727,1.5591438461538465
0.758,1.1438752840909092,1.5549984615384618
0.759,1.1413467329545457,1.550853076923077
0.76,1.138818181818182,1.5467076923076923
0.761,1.1363441761363635,1.542636153846154
0.762,1.1338701704545455,1.5385646153846155
0.763,1.1313961647727273,1.534493076923077
0.764,1.128922159090909,1.5304215384615385
0.765,1.1264481534090909,1.52635
0.766,1.1240346590909092,1.522366153846154
0.767,1.1216211647727272,1.5183823076923078
0.768,1.1192076704545455,1.5143984615384616
0.769,1.1167941761363636,1.5104146153846154
0.77,1.1143806818181818,1.5064307692307692
0.771,1.1120336647727274,1.5025484615384617
0.772,1.1096866477272729,1.498666153846154
0.773,1.1073396306818182,1.4947838461538463
0.774,1.1049926136363637,1.4909015384615385
0.775,1.1026455965909092,1.487019230769231
0.776,1.100371022727273,1.483252307692308
0.777,1.0980964488636364,1.4794853846153848
0.778,1.0958218750000002,1.4757184615384615
0.779,1.0935473011363637,1.4719515384615385
0.78,1.0912727272727274,1.4681846153846154
0.781,1.0890765625,1.4645469230769232
0.782,1.0868803977272727,1.4609092307692308
0.783,1.0846842329545456,1.457271538461539
0.784,1.0824880681818183,1.4536338461538465
0.785,1.080291903409091,1.449996153846154
0.786,1.0781801136363638,1.4465015384615387
0.787,1.0760683238636364,1.4430069230769234
0.788,1.0739565340909092,1.4395123076923078
0.789,1.0718447443181818,1.4360176923076924
0.79,1.0697329545454546,1.432523076923077
0.791,1.0677115056818185,1.4291853846153846
0.792,1.065690056818182,1.4258476923076924
0.793,1.0636686079545454,1.42251
0.794,1.0616471590909091,1.4191723076923075
0.795,1.0596257102272728,1.4158346153846153
0.796,1.0577005681818183,1.4126676923076922
0.797,1.0557754261363637,1.409500769230769
0.798,1.0538502840909092,1.4063338461538462
0.799,1.0519251420454545,1.403166923076923
0.8,1.05,1.4
0.801,1.0481259375,1.396928434065934
0.802,1.046251875,1.3938568681318682
0.803,1.0443778125,1.390785302197802
0.804,1.04250375,1.3877137362637362
0.805,1.0406296875,1.3846421703296703
0.806,1.03876125,1.3815862637362637
0.807,1.0368928125,1.378530357142857
0.808,1.035024375,1.3754744505494505
0.809,1.0331559375,1.372418543956044
0.81,1.0312875,1.3693626373626373
0.811,1.0294303125,1.3663298076923076
0.812,1.027573125,1.363296978021978
0.8130000000000001,1.0257159375,1.3602641483516482
0.8140000000000001,1.02385875,1.3572313186813183
0.8150000000000001,1.0220015625,1.3541984890109888
0.8160000000000001,1.02016125,1.3511961538461537
0.8170000000000001,1.0183209375,1.3481938186813185
0.8180000000000001,1.016480625,1.345191483516483
0.8190000000000001,1.0146403125,1.3421891483516482
0.8200000000000001,1.0128,1.339186813186813
0.8210000000000001,1.0109821875,1.33622239010989
0.8220000000000001,1.009164375,1.333257967032967
0.8230000000000001,1.0073465625,1.330293543956044
0.8240000000000001,1.00552875,1.327329120879121
0.8250000000000001,1.0037109375,1.324364697802198
0.8260000000000001,1.00192125,1.3214456043956044
0.8270000000000001,1.0001315625,1.318526510989011
0.8280000000000001,0.998341875,1.3156074175824175
0.8290000000000001,0.9965521875,1.312688324175824
0.8300000000000001,0.9947625,1.3097692307692306
0.8310000000000001,0.9930065625,1.3069028846153845
0.8320000000000001,0.991250625,1.3040365384615382
0.833,0.9894946875,1.3011701923076926
0.834,0.9877387500000002,1.2983038461538463
0.835,0.9859828125000002,1.2954375000000002
0.836,0.9842662500000002,1.292631318681319
0.837,0.9825496875000002,1.2898251373626377
0.838,0.9808331250000002,1.2870189560439562
0.839,0.9791165625,1.284212774725275
0.84,0.9774000000000002,1.2814065934065937
0.841,0.9757284375000002,1.2786679945054948
0.842,0.9740568750000002,1.2759293956043958
0.843,0.9723853125000002,1.273190796703297
0.844,0.9707137500000002,1.270452197802198
0.845,0.9690421875000002,1.267713598901099
0.846,0.96742125,1.2650500000000002
0.847,0.9658003125,1.2623864010989012
0.848,0.964179375,1.2597228021978024
0.849,0.9625584375,1.2570592032967034
0.85,0.9609375,1.2543956043956046
0.851,0.9593728125,1.2518144230769233
0.852,0.957808125,1.249233241758242
0.853,0.9562434375,1.2466520604395608
0.854,0.95467875,1.2440708791208794
0.855,0.9531140625,1.241489697802198
0.856,0.95161125,1.2389983516483518
0.857,0.9501084375,1.2365070054945055
0.858,0.948605625,1.2340156593406597
0.859,0.9471028125,1.2315243131868132
0.86,0.9456,1.229032967032967
0.861,0.9441646875,1.2266388736263736
0.862,0.942729375,1.2242447802197802
0.863,0.9412940625,1.2218506868131869
0.864,0.93985875,1.2194565934065935
0.865,0.9384234375,1.2170625000000002
0.866,0.93706125,1.2147730769230771
0.867,0.9356990625,1.212483653846154
0.868,0.934336875,1.2101942307692308
0.869,0.9329746875,1.2079048076923078
0.87,0.9316125000000002,1.2056153846153848
0.871,0.9303290625,1.2034380494505497
0.872,0.929045625,1.2012607142857143
0.873,0.9277621875,1.1990833791208793
0.874,0.92647875,1.196906043956044
0.875,0.9251953125,1.1947287087912088
0.876,0.92399625,1.192670879120879
0.877,0.9227971875,1.1906130494505494
0.878,0.921598125,1.1885552197802198
0.879,0.9203990625,1.18649739010989
0.88,0.9192,1.1844395604395603
0.881,0.9180909375,1.1825086538461538
0.882,0.916981875,1.180577747252747
0.883,0.9158728125,1.1786468406593404
0.884,0.91476375,1.1767159340659337
0.885,0.9136546875,1.174785027472527
0.886,0.91264125,1.1729884615384611
0.887,0.9116278125,1.1711918956043952
0.888,0.910614375,1.1693953296703294
0.889,0.9096009375,1.1675987637362637
0.89,0.9085875,1.1658021978021975
0.891,0.9076753125,1.1641473901098898
0.892,0.906763125,1.1624925824175822
0.893,0.9058509375,1.1608377747252745
0.894,0.90493875,1.159182967032967
0.895,0.9040265625,1.1575281593406592
0.896,0.90322125,1.156022527472527
0.897,0.9024159375,1.1545168956043954
0.898,0.901610625,1.1530112637362635
0.899,0.9008053125,1.1515056318681318
0.9,0.9,1.15
0.901,0.899250625,1.1485775892857142
0.902,0.89850125,1.1471551785714285
0.903,0.897751875,1.1457327678571427
0.904,0.8970025,1.144310357142857
0.905,0.896253125,1.1428879464285713
0.906,0.8955075,1.1414810714285712
0.907,0.894761875,1.1400741964285712
0.908,0.89401625,1.1386673214285714
0.909,0.893270625,1.1372604464285714
0.91,0.892525,1.1358535714285714
0.911,0.891786875,1.1344670535714283
0.912,0.8910487500000001,1.1330805357142857
0.913,0.890310625,1.1316940178571429
0.914,0.8895725000000001,1.1303075
0.915,0.8888343750000001,1.1289209821428572
0.916,0.8881075,1.1275596428571428
0.917,0.887380625,1.1261983035714287
0.918,0.88665375,1.1248369642857143
0.919,0.885926875,1.1234756250000002
0.92,0.8852,1.1221142857142858
0.921,0.884488125,1.1207829464285717
0.922,0.8837762499999999,1.119451607142857
0.923,0.883064375,1.1181202678571427
0.924,0.8823525,1.1167889285714283
0.925,0.881640625,1.115457589285714
0.926,0.8809475,1.114161071428571
0.927,0.8802543749999999,1.1128645535714283
0.928,0.87956125,1.1115680357142854
0.929,0.8788681249999999,1.1102715178571427
0.93,0.8781749999999999,1.1089749999999998
0.931,0.877504375,1.107718125
0.932,0.87683375,1.10646125
0.933,0.876163125,1.1052043749999998
0.934,0.8754925,1.1039475
0.935,0.8748218750000001,1.102690625
0.936,0.8741775,1.1014782142857142
0.937,0.873533125,1.1002658035714286
0.938,0.87288875,1.0990533928571429
0.939,0.872244375,1.0978409821428572
0.94,0.8715999999999999,1.0966285714285713
0.941,0.870985625,1.0954654464285714
0.942,0.8703712499999999,1.0943023214285714
0.943,0.869756875,1.0931391964285713
0.944,0.8691424999999999,1.0919760714285711
0.945,0.8685281249999999,1.0908129464285712
0.946,0.8679474999999999,1.0897039285714285
0.947,0.8673668749999999,1.0885949107142854
0.948,0.8667862499999999,1.0874858928571425
0.949,0.8662056249999999,1.0863768749999996
0.95,0.8656249999999999,1.085267857142857
0.951,0.8650818749999999,1.0842177678571423
0.952,0.8645387499999999,1.0831676785714284
0.953,0.8639956249999998,1.082117589285714
0.954,0.8634524999999998,1.0810674999999998
0.955,0.8629093749999998,1.0800174107142857
0.956,0.8624074999999998,1.0790310714285714
0.957,0.8619056249999998,1.078044732142857
0.958,0.8614037499999998,1.0770583928571429
0.959,0.8609018749999999,1.0760720535714283
0.96,0.8603999999999999,1.0750857142857142
0.961,0.8599431249999999,1.0741679464285714
0.962,0.85948625,1.0732501785714286
0.963,0.859029375,1.0723324107142855
0.964,0.8585725000000001,1.0714146428571427
0.965,0.858115625,1.070496875
0.966,0.8577075000000001,1.0696525
0.967,0.8572993750000001,1.068808125
0.968,0.85689125,1.06796375
0.969,0.856483125,1.067119375
0.97,0.856075,1.066275
0.971,0.8557193750000001,1.0655088392857144
0.972,0.85536375,1.064742678571429
0.973,0.855008125,1.063976517857143
0.974,0.8546524999999999,1.0632103571428573
0.975,0.854296875,1.0624441964285716
0.976,0.8539975,1.0617610714285717
0.977,0.853698125,1.0610779464285716
0.978,0.8533987499999999,1.0603948214285717
0.979,0.8530993749999999,1.0597116964285715
0.98,0.8527999999999999,1.0590285714285717
0.981,0.8525606249999998,1.0584333035714288
0.982,0.8523212499999999,1.0578380357142858
0.983,0.8520818749999999,1.057242767857143
0.984,0.8518425,1.0566475
0.985,0.8516031249999999,1.0560522321428572
0.986,0.8514274999999999,1.055549642857143
0.987,0.8512518749999999,1.0550470535714287
0.988,0.85107625,1.0545444642857142
0.989,0.850900625,1.054041875
0.99,0.850725,1.0535392857142858
0.991,0.8506168749999999,1.0531341964285714
0.992,0.8505087499999999,1.052729107142857
0.993,0.850400625,1.052324017857143
0.994,0.8502925,1.0519189285714283
0.995,0.850184375,1.0515138392857142
0.996,0.8501475,1.0512110714285714
0.997,0.850110625,1.0509083035714286
0.998,0.85007375,1.0506055357142856
0.999,0.850036875,1.0503027678571428
1.0,0.85,1.05